Unnamed: 0,title,level,language,crediteligibility,processed_title,unique_title,level_encoded,language_encoded,credit_eligibility_encoded
10879.0,Advanced Tableau - Level of Detail Expressions / LOD,Intermediate,Chinese,No,advanced tableau - level of detail expressions / lod,10879,3,0,0
10880.0,Creating Personal Success,All Levels,German,No,creating personal success,896,0,3,0
10881.0,Sales Skills Mastery 1:  Sales Training For Beginners,Beginner,Chinese,No,sales skills mastery 1:  sales training for beginners,9842,1,0,0
10882.0,Practical Customer Development,Intermediate,English,Yes,practical customer development,10882,3,1,1
10883.0,"Operations Management: Supply Chains, Products and Services",Expert,English,Yes,"operations management: supply chains, products and services",10139,2,1,1
10884.0,The Accountability Bootcamp for Managers,Beginner,English,No,the accountability bootcamp for managers,10884,1,1,0
10885.0,Practical Project Management for Management Consultants,Intermediate,Spanish,No,practical project management for management consultants,9798,3,4,0
10886.0,International Project Management - Master Class,All Levels,Chinese,No,international project management - master class,10116,0,0,0
10887.0,Voice Training: Discover Your Confident and Powerful Voice,Intermediate,English,No,voice training: discover your confident and powerful voice,10887,3,1,0
10888.0,Lean Six Sigma Champion White Belt,All Levels,German,Yes,lean six sigma champion white belt,10012,0,3,1
10889.0,Entrepreneurship: 60 Day Startup Launch Blueprint,Beginner,Spanish,Yes,entrepreneurship: 60 day startup launch blueprint,5278,1,4,1
10890.0,Practical Project Portfolio Management,Beginner,German,No,practical project portfolio management,479,1,3,0
10891.0,Launch Your Startup Entrepreneur Business,All Levels,Chinese,No,launch your startup entrepreneur business,5278,0,0,0
10892.0,Agile Business Analysis (IIBA®-AAC endorsed),Beginner,French,No,agile business analysis (iiba®-aac endorsed),10192,1,2,0
10893.0,Advanced Process Control & Safety Instrumented Systems SIS,Expert,German,No,advanced process control & safety instrumented systems sis,10893,2,3,0
10894.0,EU GDPR: Employee Awareness Training Certificate 2023,Expert,French,No,eu gdpr: employee awareness training certificate 2023,10894,2,2,0
10895.0,Agile Scrum Advanced Software Development+Program Management,Intermediate,Spanish,Yes,agile scrum advanced software development+program management,10895,3,4,1
10896.0,How to get hired as a Freelance Translator. Get more clients,Expert,German,Yes,how to get hired as a freelance translator. get more clients,10896,2,3,1
10897.0,"How to Lead with Ease & Be a Successful CEO, Leader, Manager",Expert,German,No,"how to lead with ease & be a successful ceo, leader, manager",10897,2,3,0
10898.0,Data Science for Business Leaders: ML Fundamentals,Expert,Spanish,No,data science for business leaders: ml fundamentals,10657,2,4,0
10899.0,Scrivener 3 | Full Course on How to Use Scrivener 3 for Mac,Expert,Spanish,Yes,scrivener 3 | full course on how to use scrivener 3 for mac,10817,2,4,1
10900.0,Process Optimization for Management Consultants & Analysts,Intermediate,English,Yes,process optimization for management consultants & analysts,9948,3,1,1
10901.0,Communication Skills for the Global Workplace,Intermediate,Chinese,Yes,communication skills for the global workplace,9915,3,0,1
10902.0,Understanding HIPAA Compliance,Beginner,German,No,understanding hipaa compliance,9920,1,3,0
10903.0,Real Estate Math Made Easy: Pass Your Licensing Exam,Beginner,German,Yes,real estate math made easy: pass your licensing exam,10903,1,3,1
10904.0,Integrated Management. ISO 9001 & ISO 14001 & ISO 45001,All Levels,Spanish,No,integrated management. iso 9001 & iso 14001 & iso 45001,10124,0,4,0
10905.0,Learn 47 Different Ways to Make Money Online!,Expert,Spanish,No,learn 47 different ways to make money online!,10764,2,4,0
10906.0,WordPress for eCommerce: Build online stores with WordPress,Expert,Chinese,Yes,wordpress for ecommerce: build online stores with wordpress,920,2,0,1
10907.0,Medical Device Regulation 2017/745 EU regulatory affairs.,Expert,Spanish,No,medical device regulation 2017/745 eu regulatory affairs.,10907,2,4,0
10908.0,Shopify Dropshipping Facebook Ads MasterClass,All Levels,French,Yes,shopify dropshipping facebook ads masterclass,10037,0,2,1
10909.0,2023 PMP Mock Practice Tests,All Levels,French,No,2023 pmp mock practice tests,10171,0,2,0
10910.0,Advanced Mortgage Loan Processor: Essential Skills Training,All Levels,French,Yes,advanced mortgage loan processor: essential skills training,10215,0,2,1
10911.0,Management Coaching: Coaching Employees for High Performance,All Levels,French,Yes,management coaching: coaching employees for high performance,10204,0,2,1
10912.0,Payment Risk 101,All Levels,Chinese,Yes,payment risk 101,10912,0,0,1
10913.0,Property Management 101,Beginner,German,Yes,property management 101,10913,1,3,1
10914.0,Sales Fundamentals,Beginner,French,No,sales fundamentals,9842,1,2,0
10915.0,Lean Six Sigma Yellow & Green Belt with go4sixsigma,Expert,Spanish,Yes,lean six sigma yellow & green belt with go4sixsigma,10915,2,4,1
10916.0,Shopify MASTERCLASS: How to Build a Successful Store [2023],All Levels,French,Yes,shopify masterclass: how to build a successful store [2023],10037,0,2,1
10917.0,Get Started with Business Networking Basics in One Hour,Beginner,Chinese,Yes,get started with business networking basics in one hour,10917,1,0,1
10918.0,ClickUp Project Management - The Complete Beginners Course,Beginner,Spanish,Yes,clickup project management - the complete beginners course,10918,1,4,1
10919.0,Change Management: Design Successful Organizational Change,All Levels,French,No,change management: design successful organizational change,9839,0,2,0
10920.0,Email Marketing - Copywriting and Growing Your E-mail Lists,Expert,German,Yes,email marketing - copywriting and growing your e-mail lists,10920,2,3,1
10921.0,PMI-ACP Practice Exam,All Levels,Spanish,No,pmi-acp practice exam,9901,0,4,0
10922.0,Business Continuity Management BCMS & ISO 22301 Masterclass,Expert,Spanish,No,business continuity management bcms & iso 22301 masterclass,10049,2,4,0
10923.0,Build a Shopify Print on Demand Business from Scratch,Beginner,German,No,build a shopify print on demand business from scratch,10923,1,3,0
10924.0,Make Money From Home: 12 EASY Options to Make Money Now,All Levels,Spanish,Yes,make money from home: 12 easy options to make money now,10924,0,4,1
10925.0,Six Sigma Black Belt: Certified QFD Specialist (Accredited),Beginner,French,No,six sigma black belt: certified qfd specialist (accredited),10012,1,2,0
10926.0,Product Management A-Z: Excel as a PM & Build great Products,Expert,Spanish,Yes,product management a-z: excel as a pm & build great products,10230,2,4,1
10927.0,CAMS Exam Practice Test (+detailed explanations),Intermediate,French,Yes,cams exam practice test (+detailed explanations),10927,3,2,1
10928.0,Product Management+Agile Requirements using Product Backlog,Expert,German,Yes,product management+agile requirements using product backlog,10928,2,3,1
10929.0,A Complete Beginner's Guide to Industry 4.0,Beginner,English,No,a complete beginner's guide to industry 4.0,10080,1,1,0
10930.0,Understanding HIPAA for the Medical Office,Beginner,German,Yes,understanding hipaa for the medical office,9920,1,3,1
10931.0,Spotfire - The Complete TIBCO Spotfire Course,Beginner,French,No,spotfire - the complete tibco spotfire course,10931,1,2,0
10932.0,The Complete Data Analytics Course in Excel,Intermediate,Chinese,No,the complete data analytics course in excel,635,3,0,0
10933.0,How To Start Your Own Digital Marketing Agency,Intermediate,German,No,how to start your own digital marketing agency,10569,3,3,0
10934.0,Leadership: New Manager Training for Technical Professionals,All Levels,Chinese,No,leadership: new manager training for technical professionals,10934,0,0,0
10935.0,Customer Success | Profit from the Power of Your Customers,All Levels,Chinese,Yes,customer success | profit from the power of your customers,9889,0,0,1
10936.0,ISO 19011:2018. Management system auditor training,All Levels,French,Yes,iso 19011:2018. management system auditor training,10936,0,2,1
10937.0,Business Analysis Foundations: Learn All The Essentials,All Levels,French,Yes,business analysis foundations: learn all the essentials,10937,0,2,1
10938.0,Human Resources (HR) as a Business Partner,Intermediate,English,Yes,human resources (hr) as a business partner,9991,3,1,1
10939.0,The Lean Startup,All Levels,Spanish,Yes,the lean startup,9914,0,4,1
10940.0,Piping Design Engineering & Piping Isometrics Masterclass,Beginner,German,No,piping design engineering & piping isometrics masterclass,6404,1,3,0
10941.0,Planning & Scheduling: Be the Professional from Scratch,Expert,French,No,planning & scheduling: be the professional from scratch,10941,2,2,0
10942.0,Amazon FBA Canada: Your Complete Canadian Guide To Profits,Expert,German,No,amazon fba canada: your complete canadian guide to profits,10942,2,3,0
10943.0,"How to Read P&ID, PFD & BFD used in Process Plant like Pro",Expert,Chinese,Yes,"how to read p&id, pfd & bfd used in process plant like pro",10943,2,0,1
10944.0,The Complete Cold Email Course 2023 - B2B Lead Generation,Intermediate,Spanish,No,the complete cold email course 2023 - b2b lead generation,10122,3,4,0
10945.0,Mastering Video Conferencing,Intermediate,English,Yes,mastering video conferencing,10945,3,1,1
10946.0,Professional Technical Writing: Advance Your Writing Skills,Beginner,German,No,professional technical writing: advance your writing skills,9835,1,3,0
10947.0,Fiverr: Freelance on Fiverr & Become a Top Rated Seller,All Levels,Spanish,No,fiverr: freelance on fiverr & become a top rated seller,10947,0,4,0
10948.0,Good Clinical Practice ICH GCP for Clinical Research,Beginner,English,No,good clinical practice ich gcp for clinical research,10948,1,1,0
10949.0,The Operations Management Training Program,Intermediate,German,Yes,the operations management training program,3823,3,3,1
10950.0,Warehouse Management -Advanced Strategies and Best Practices,Expert,Spanish,Yes,warehouse management -advanced strategies and best practices,4172,2,4,1
10951.0,Sustainability Reporting with GRI Standards,Beginner,French,Yes,sustainability reporting with gri standards,10951,1,2,1
10952.0,The Complete Sales Skills Master Class - Sales Marketing B2B,Expert,German,Yes,the complete sales skills master class - sales marketing b2b,9842,2,3,1
10953.0,Airline Operations: Flight Planning and Flight Dispatch,Intermediate,Spanish,No,airline operations: flight planning and flight dispatch,10953,3,4,0
10954.0,Data Literacy for Business Professionals,Expert,English,Yes,data literacy for business professionals,3605,2,1,1
10955.0,Practical Regulatory Affairs 2020 - US FDA Medical Devices,Beginner,Spanish,Yes,practical regulatory affairs 2020 - us fda medical devices,10955,1,4,1
10956.0,Coaching skills for managers,Intermediate,French,No,coaching skills for managers,10088,3,2,0
10957.0,Small Business Lead Generation & Cold Email | B2B & B2C,Beginner,German,No,small business lead generation & cold email | b2b & b2c,10122,1,3,0
10958.0,FinTech - Digital Payments (Card & POS) Tools and Strategies,All Levels,German,No,fintech - digital payments (card & pos) tools and strategies,10958,0,3,0
10959.0,"Contracts, Delays and Claims with Primavera P6",Intermediate,German,Yes,"contracts, delays and claims with primavera p6",10959,3,3,1
10960.0,Agile Scrum Master in one Hour,Beginner,French,No,agile scrum master in one hour,1580,1,2,0
10961.0,Branding You™: How to Build Your Multimedia Internet Empire,All Levels,English,No,branding you™: how to build your multimedia internet empire,10961,0,1,0
10962.0,Public Speaking Skills:  Give a Great Informational Speech,Intermediate,German,Yes,public speaking skills:  give a great informational speech,9869,3,3,1
10963.0,How to Prepare For PMI-ACP Certification,Intermediate,English,No,how to prepare for pmi-acp certification,9901,3,1,0
10964.0,Data Analytics: Intro to SQL using Healthcare Data,Expert,Spanish,Yes,data analytics: intro to sql using healthcare data,10964,2,4,1
10965.0,Truck Dispatcher - Working with owner operators,Beginner,English,Yes,truck dispatcher - working with owner operators,10965,1,1,1
10966.0,The Non-Technical Person's guide to building products & apps,Intermediate,English,Yes,the non-technical person's guide to building products & apps,10966,3,1,1
10967.0,Contracts Management in Construction Projects,All Levels,German,No,contracts management in construction projects,10967,0,3,0
10968.0,Wholesale Real Estate Contracts: Flip Houses Risk Free,Intermediate,Chinese,No,wholesale real estate contracts: flip houses risk free,10968,3,0,0
10969.0,Online Business Masterclass: Sell Your Own Digital Products,Beginner,Chinese,No,online business masterclass: sell your own digital products,10969,1,0,0
10970.0,One Day Business Administration for Growth Hack,Beginner,French,Yes,one day business administration for growth hack,10970,1,2,1
10971.0,Employee Training:  Your Rapid Roadmap to Classroom Success,Beginner,French,No,employee training:  your rapid roadmap to classroom success,10971,1,2,0
10972.0,Wedding planner MBA: the complete how to start 4-in-1 course,Beginner,Chinese,Yes,wedding planner mba: the complete how to start 4-in-1 course,10972,1,0,1
10973.0,Build a highly converting Shopify dropshipping store,All Levels,Spanish,No,build a highly converting shopify dropshipping store,10973,0,4,0
10974.0,Manage and Visualize Projects in Smartsheet,Expert,German,Yes,manage and visualize projects in smartsheet,10974,2,3,1
10975.0,Business Analysis Masterclass (5 courses in 1),Expert,German,Yes,business analysis masterclass (5 courses in 1),1497,2,3,1
10976.0,PMP Exam Prep: Project Management Certification - PMBOK 5,Expert,Spanish,Yes,pmp exam prep: project management certification - pmbok 5,10316,2,4,1
10977.0,Simplified Magento 2: Video Course - From Beginner To Expert,Expert,Spanish,Yes,simplified magento 2: video course - from beginner to expert,3186,2,4,1
10978.0,Power BI Financial Reporting & Financial Analysis: A to Z,Expert,Chinese,Yes,power bi financial reporting & financial analysis: a to z,4072,2,0,1
10979.0,Mastering QlikView Set Analysis,All Levels,French,Yes,mastering qlikview set analysis,10979,0,2,1
10980.0,Patents & Trademarks: Learn the Patent and Trademark Process,Intermediate,Spanish,Yes,patents & trademarks: learn the patent and trademark process,10980,3,4,1
10981.0,Professional Business Writing Masterclass,Intermediate,French,Yes,professional business writing masterclass,10981,3,2,1
10982.0,Crack Cold Emailing to Increase Sales and Grow Your Business,Intermediate,English,Yes,crack cold emailing to increase sales and grow your business,10982,3,1,1
10983.0,Risk Management using Failure Modes Effects Analysis (Ed-2),Intermediate,German,Yes,risk management using failure modes effects analysis (ed-2),10983,3,3,1
10984.0,Aspen Plus V11 Masterclass : From beginner to advanced user,All Levels,Chinese,Yes,aspen plus v11 masterclass : from beginner to advanced user,10984,0,0,1
10985.0,Change Management Communication: How to Make Change Stick,Intermediate,German,Yes,change management communication: how to make change stick,9839,3,3,1
10986.0,The Complete Public Speaking Certification Program (Part 2),All Levels,Chinese,No,the complete public speaking certification program (part 2),9869,0,0,0
10987.0,Complete Agile Scrum Management: Scrum Master,All Levels,English,No,complete agile scrum management: scrum master,1580,0,1,0
10988.0,Generate passive incomes: Create low content books on Amazon,Intermediate,German,Yes,generate passive incomes: create low content books on amazon,10988,3,3,1
10989.0,Body Language in Business: Gain Confidence & Read Others,Intermediate,English,No,body language in business: gain confidence & read others,10989,3,1,0
10990.0,Social Media for Healthcare Providers,Expert,Chinese,Yes,social media for healthcare providers,10990,2,0,1
10991.0,Write Magnetic Emails: Your Superpower at Work + in Business,All Levels,Spanish,No,write magnetic emails: your superpower at work + in business,10991,0,4,0
10992.0,Fifteen Great CTO Leadership Hacks,Expert,German,Yes,fifteen great cto leadership hacks,10992,2,3,1
10993.0,Start and Run a successful consulting business,Intermediate,English,No,start and run a successful consulting business,10281,3,1,0
10994.0,Control Excel with Python & OpenPyXL,Intermediate,German,Yes,control excel with python & openpyxl,10994,3,3,1
10995.0,"Entrepreneurship - Ft. Matthew Rolnick of Yaymaker, Groupon",Beginner,German,No,"entrepreneurship - ft. matthew rolnick of yaymaker, groupon",10995,1,3,0
10996.0,Certified Manager of Quality Training,Expert,German,Yes,certified manager of quality training,10396,2,3,1
10997.0,Microsoft Power BI - Beginner to Pro,Intermediate,French,No,microsoft power bi - beginner to pro,1635,3,2,0
10998.0,Customer Service: 6 Keys To Exceptional Customer Service,All Levels,English,No,customer service: 6 keys to exceptional customer service,9778,0,1,0
10999.0,"Churn, CLV, MRR, CAC, NPS... - 20 SaaS metrics you must know",Beginner,English,No,"churn, clv, mrr, cac, nps... - 20 saas metrics you must know",10999,1,1,0
11000.0,Leadership Become a better leader,Expert,German,Yes,leadership become a better leader,10290,2,3,1
11001.0,ETSY 2019: Etsy Marketing and SEO Mastery Course,All Levels,Spanish,No,etsy 2019: etsy marketing and seo mastery course,11001,0,4,0
11002.0,Learn MATLAB with Image Processing from scratch!,Intermediate,German,No,learn matlab with image processing from scratch!,3924,3,3,0
11003.0,ISO 9001:2015-Quality Management System Implementation&Audit,Intermediate,French,Yes,iso 9001:2015-quality management system implementation&audit,9974,3,2,1
11004.0,Microsoft Power BI - Data Modeling & Data Manipulation,Intermediate,Chinese,Yes,microsoft power bi - data modeling & data manipulation,1635,3,0,1
11005.0,The Complete Guide to Construction Management,All Levels,French,No,the complete guide to construction management,10967,0,2,0
11006.0,How to Succeed with Kindle Short Reads,Expert,Spanish,Yes,how to succeed with kindle short reads,11006,2,4,1
11007.0,The Complete Guide To Analyzing Single Family Rental Homes,Beginner,German,No,the complete guide to analyzing single family rental homes,11007,1,3,0
11008.0,Creating a working environment based on RESPECT,Expert,English,No,creating a working environment based on respect,11008,2,1,0
11009.0,Creative Real Estate Investing & Flipping Houses,Beginner,German,Yes,creative real estate investing & flipping houses,11009,1,3,1
11010.0,"Leadership, management & entrepreneurship in the 21 Century",All Levels,Spanish,No,"leadership, management & entrepreneurship in the 21 century",11010,0,4,0
11011.0,CRUSH IT !!! – Sales Strategies,All Levels,English,No,crush it !!! – sales strategies,11011,0,1,0
11012.0,STAKEHOLDER MANAGEMENT & ENGAGEMENT,All Levels,French,Yes,stakeholder management & engagement,11012,0,2,1
11013.0,Machine Learning 101 with Scikit-learn and StatsModels,All Levels,Chinese,Yes,machine learning 101 with scikit-learn and statsmodels,5688,0,0,1
11014.0,How to Plan and Outline Novels (Using Scrivener),Expert,Chinese,No,how to plan and outline novels (using scrivener),11014,2,0,0
11015.0,Networking Growth Hacks: Take Your Career to the Next Level,Intermediate,German,No,networking growth hacks: take your career to the next level,11015,3,3,0
11016.0,The Complete Guide to Corporate Governance,All Levels,French,No,the complete guide to corporate governance,10317,0,2,0
11017.0,Negotiation A-Z - Inside Secrets from a Master Negotiator,All Levels,Spanish,Yes,negotiation a-z - inside secrets from a master negotiator,10493,0,4,1
11018.0,Certified Key Performance Indicators Professional (CKPIP),All Levels,Chinese,No,certified key performance indicators professional (ckpip),11018,0,0,0
11019.0,"Certified Strategic HR Management, Prep CHRL, CHRP, SPHRi",Expert,French,No,"certified strategic hr management, prep chrl, chrp, sphri",11019,2,2,0
11020.0,Certified Strategy Professional (CSP),Expert,German,No,certified strategy professional (csp),11020,2,3,0
11021.0,Professional Diploma in Office Administration Management,All Levels,English,Yes,professional diploma in office administration management,3507,0,1,1
11022.0,Construction Cost Estimating and Management,Expert,German,No,construction cost estimating and management,10537,2,3,0
11023.0,MS Excel Exam Guide: Analyzing and Visualizing Data,Beginner,German,No,ms excel exam guide: analyzing and visualizing data,11023,1,3,0
11024.0,The STATA OMNIBUS: Regression and Modelling with STATA,Beginner,French,Yes,the stata omnibus: regression and modelling with stata,6721,1,2,1
11025.0,Complete Foundation & Practitioner Certification for Prince2,Expert,Chinese,Yes,complete foundation & practitioner certification for prince2,5037,2,0,1
11026.0,BPMN 2.0 Business Process Modelling for Business Analysts,Expert,French,No,bpmn 2.0 business process modelling for business analysts,10103,2,2,0
11027.0,MBA -The Business fundamentals + 30 hrs of business concepts,Intermediate,English,Yes,mba -the business fundamentals + 30 hrs of business concepts,11027,3,1,1
11028.0,How to Master Audible Work From Home,Beginner,French,No,how to master audible work from home,11028,1,2,0
11029.0,Introduction to Supply Chain Analytics using Microsoft Excel,Beginner,Spanish,No,introduction to supply chain analytics using microsoft excel,1763,1,4,0
11030.0,"Valves : Principles , Operation & Designs",All Levels,German,Yes,"valves : principles , operation & designs",11030,0,3,1
11031.0,Change Management for leaders: Lead like a lion,Intermediate,Chinese,No,change management for leaders: lead like a lion,11031,3,0,0
11032.0,Joke Writing Made Simple,Expert,English,No,joke writing made simple,11032,2,1,0
11033.0,"The PMO Bootcamp (find the job, ace it, & master the PMO)",Expert,German,No,"the pmo bootcamp (find the job, ace it, & master the pmo)",11033,2,3,0
11034.0,Bounce Back From Failure & Turn Conflict into Collaboration,Intermediate,French,No,bounce back from failure & turn conflict into collaboration,11034,3,2,0
11035.0,Cost Reduction: Cut Costs and Maximise Profits,Expert,Spanish,No,cost reduction: cut costs and maximise profits,11035,2,4,0
11036.0,Smart Tips: Product Management,Beginner,French,Yes,smart tips: product management,9832,1,2,1
11037.0,Supply Chain Management : Inventory Management and Control,Expert,German,No,supply chain management : inventory management and control,10198,2,3,0
11038.0,The Complete Google BiqQuery Masterclass: Beginner to Expert,Intermediate,English,No,the complete google biqquery masterclass: beginner to expert,11038,3,1,0
11039.0,Leading & Managing People [Effectively],Expert,Chinese,Yes,leading & managing people [effectively],9786,2,0,1
11040.0,Work From Home Jobs: Top 10 Best Freelance Jobs!,Expert,German,Yes,work from home jobs: top 10 best freelance jobs!,11040,2,3,1
11041.0,MicroStrategy for Business Intelligence- The Complete Course,Beginner,English,Yes,microstrategy for business intelligence- the complete course,10517,1,1,1
11042.0,Recruiting & Talent Sourcing: Find Top Talent As A Recruiter,Expert,German,Yes,recruiting & talent sourcing: find top talent as a recruiter,10360,2,3,1
11043.0,Mastering Construction/Project Management,Intermediate,Spanish,Yes,mastering construction/project management,10967,3,4,1
11044.0,The Ultimate Disruption Playbook with Charlene Li,All Levels,French,Yes,the ultimate disruption playbook with charlene li,11044,0,2,1
11045.0,How a Building is Designed and Built - Part 1 of 6,All Levels,Chinese,Yes,how a building is designed and built - part 1 of 6,11045,0,0,1
11046.0,RISK MANAGEMENT for Supply Chain and Procurement specialists,Intermediate,English,Yes,risk management for supply chain and procurement specialists,11046,3,1,1
11047.0,How to work from home as a business consultant...,Expert,Chinese,No,how to work from home as a business consultant...,10383,2,0,0
11048.0,Crisis Intervention Seminar,Expert,Chinese,No,crisis intervention seminar,11048,2,0,0
11049.0,How to Create Make build an Online Ecommerce Store Website,All Levels,Chinese,Yes,how to create make build an online ecommerce store website,1045,0,0,1
11050.0,How to Create Low and No Content Amazon KDP Books,Beginner,English,No,how to create low and no content amazon kdp books,10988,1,1,0
11051.0,Managing Difficult Meeting Participants,Intermediate,English,No,managing difficult meeting participants,11051,3,1,0
11052.0,Introduction to Data Literacy,Beginner,Chinese,No,introduction to data literacy,5017,1,0,0
11053.0,Continuous Improvement Tools,All Levels,French,No,continuous improvement tools,9787,0,2,0
11054.0,Thriving in a Hybrid Environment: Tactics for Hybrid Work,Beginner,German,No,thriving in a hybrid environment: tactics for hybrid work,10495,1,3,0
11055.0,Communicate Like a CEO,Beginner,Chinese,Yes,communicate like a ceo,11055,1,0,1
11056.0,New Virtual Assistants: Launch Your Business Blueprint,Beginner,Spanish,Yes,new virtual assistants: launch your business blueprint,10101,1,4,1
11057.0,Management Consulting Productivity Hacks,Intermediate,Chinese,No,management consulting productivity hacks,11057,3,0,0
11058.0,Learn Etsy from a Top 1% Seller,Expert,English,Yes,learn etsy from a top 1% seller,11001,2,1,1
11059.0,"B2B Sales - Close More Deals, Get More Leads, Work Less",Expert,German,No,"b2b sales - close more deals, get more leads, work less",11059,2,3,0
11060.0,Essential Statistics for Data Analysis,Expert,Spanish,No,essential statistics for data analysis,47,2,4,0
11061.0,Agile Project Management | Agile Delivery | Agile Teams,All Levels,German,No,agile project management | agile delivery | agile teams,2430,0,3,0
11062.0,IT/NON-IT Recruiter Training to become a Recruiter (Junior),All Levels,German,Yes,it/non-it recruiter training to become a recruiter (junior),10360,0,3,1
11063.0,Domain Flipping - Make a Profit Online Flipping Domain Names,Beginner,Spanish,No,domain flipping - make a profit online flipping domain names,11063,1,4,0
11064.0,SWOT Analysis for Organizational Success,Expert,Chinese,No,swot analysis for organizational success,11064,2,0,0
11065.0,"Sustainability: Impact, Value (s), Innovation, and Growth",Intermediate,Chinese,No,"sustainability: impact, value (s), innovation, and growth",11065,3,0,0
11066.0,Trends of the Future for Business & Technology (2020 Update),Expert,Chinese,Yes,trends of the future for business & technology (2020 update),11066,2,0,1
11067.0,Certified Performance Management Professional (CPMP),All Levels,French,No,certified performance management professional (cpmp),11067,0,2,0
11068.0,Complete Google Slides Course - Create Stunning Slides,Expert,Chinese,Yes,complete google slides course - create stunning slides,11068,2,0,1
11069.0,Project Management Skills #1 - Financial Appraisal with NPV,Expert,Spanish,No,project management skills #1 - financial appraisal with npv,11069,2,4,0
11070.0,Maintenance Management Basics,Beginner,French,No,maintenance management basics,10697,1,2,0
11071.0,Getting Started with Call Center Training,All Levels,Chinese,No,getting started with call center training,11071,0,0,0
11072.0,"Make Money Selling Low Content Books On Amazon, No Writing",All Levels,French,Yes,"make money selling low content books on amazon, no writing",10988,0,2,1
11073.0,Construction Claims - Master Foundation Course,Beginner,Spanish,No,construction claims - master foundation course,11073,1,4,0
11074.0,LEED Green Associate V4 Exam | 4 Full Practice Tests,Expert,Chinese,No,leed green associate v4 exam | 4 full practice tests,11074,2,0,0
11075.0,Become QlikView Designer from Scratch,Beginner,English,No,become qlikview designer from scratch,9505,1,1,0
11076.0,Influence and Persuasion skills,Expert,Spanish,No,influence and persuasion skills,10797,2,4,0
11077.0,Applied ISO14971 Medical Device Risk Management,Intermediate,German,No,applied iso14971 medical device risk management,11077,3,3,0
11078.0,Intellectual Property Security Awareness,Expert,German,No,intellectual property security awareness,11078,2,3,0
11079.0,Make Money From Home As a Transcriptionist: 10 Opportunities,Intermediate,Spanish,Yes,make money from home as a transcriptionist: 10 opportunities,10343,3,4,1
11080.0,The Business of Logistics in Supply Chain Management,All Levels,German,No,the business of logistics in supply chain management,9853,0,3,0
11081.0,Run a Social Media Marketing Online Business,Expert,Spanish,Yes,run a social media marketing online business,11081,2,4,1
11082.0,Medical Devices Quality Management System - ISO 13485:2016,Beginner,English,No,medical devices quality management system - iso 13485:2016,11082,1,1,0
11083.0,ISO 13485 Demystified - Medical Devices' QMS 360° Insights,Expert,Spanish,Yes,iso 13485 demystified - medical devices' qms 360° insights,11082,2,4,1
11084.0,Communication Skills: Emotional Intelligence Coaching,Intermediate,Chinese,No,communication skills: emotional intelligence coaching,11084,3,0,0
11085.0,"HR Analytics Master Course with Excel, Python and R",Expert,Chinese,Yes,"hr analytics master course with excel, python and r",10437,2,0,1
11086.0,Performance Management: Objective setting for NEW MANAGERS,Beginner,French,No,performance management: objective setting for new managers,10051,1,2,0
11087.0,Risk Management for PMI Certification,Intermediate,German,Yes,risk management for pmi certification,9798,3,3,1
11088.0,Law of Contracts in 60 Minutes: A Fast Track Course,Intermediate,German,No,law of contracts in 60 minutes: a fast track course,11088,3,3,0
11089.0,Workplace Communication:  Business Presentations Pro Skills!,All Levels,Spanish,Yes,workplace communication:  business presentations pro skills!,9915,0,4,1
11090.0,Forecasting and Time Series Analysis in Tableau,Intermediate,German,No,forecasting and time series analysis in tableau,279,3,3,0
11091.0,Sitecore 10 Content Editing Basics Step-by-Step,Beginner,Chinese,No,sitecore 10 content editing basics step-by-step,11091,1,0,0
11092.0,Change Management for Executives. People Leaders. and PM's,Beginner,English,No,change management for executives. people leaders. and pm's,11092,1,1,0
11093.0,Talent Management basics: learn modern Human Resources (HR),All Levels,Spanish,Yes,talent management basics: learn modern human resources (hr),9991,0,4,1
11094.0,Virtual Transaction Coordinator for Real Estate Agents,Expert,German,Yes,virtual transaction coordinator for real estate agents,11094,2,3,1
11095.0,Data Entry Skills: A Complete Data Entry Course from Scratch,Intermediate,Chinese,Yes,data entry skills: a complete data entry course from scratch,10038,3,0,1
11096.0,LIGHTING for Film and Television,Intermediate,French,No,lighting for film and television,11096,3,2,0
11097.0,"Become a Data Analyst -  (Python, Excel, SQL, Power BI )",Beginner,German,Yes,"become a data analyst -  (python, excel, sql, power bi )",2519,1,3,1
11098.0,Fear of Public Speaking: Never Fear Public Speaking Again,Expert,English,No,fear of public speaking: never fear public speaking again,11098,2,1,0
11099.0,Successfully leading through change and uncertainty,Intermediate,English,No,successfully leading through change and uncertainty,11099,3,1,0
11100.0,ISO 45001 Occupational Safety & Health Management System,Expert,German,No,iso 45001 occupational safety & health management system,10117,2,3,0
11101.0,The Lean Recruiting Toolkit - Advanced Recruitment Strategy,Expert,German,No,the lean recruiting toolkit - advanced recruitment strategy,11101,2,3,0
11102.0,Qlik Sense Masterclass for Data Science and BI,Intermediate,Chinese,No,qlik sense masterclass for data science and bi,5713,3,0,0
11103.0,PMP® Certification 2023: Exam Flashcards,All Levels,German,No,pmp® certification 2023: exam flashcards,11103,0,3,0
11104.0,Effective Agile Leadership: Lessons From The Corporate Scrum,Expert,French,No,effective agile leadership: lessons from the corporate scrum,11104,2,2,0
11105.0,Step-By-Step Guide To Picking Your First Amazon FBA Product,Beginner,Chinese,Yes,step-by-step guide to picking your first amazon fba product,11105,1,0,1
