Unnamed: 0,title,level,language,crediteligibility
10465.0,The Real Estate Development Modeling Master Class,Intermediate,Spanish,No
10466.0,Get Amazing Results from Your Conversations at Work,Intermediate,Spanish,Yes
10467.0,Pentaho for ETL & Data Integration Masterclass 2023 - PDI 9,All Levels,Chinese,No
10468.0,Tableau Expert: Top Visualization Techniques in Tableau 10,Expert,Spanish,Yes
10469.0,Train the Trainer Serenity: How to Handle Challenging People,All Levels,Spanish,No
10470.0,"Real Estate Investing: Learn to Fix & Flip , Step by Step!",Expert,French,Yes
10471.0,Pre-Investing: Essential Real Estate Investing Concepts,Beginner,Spanish,No
10472.0,Employment Law Compliance Made Easy,Intermediate,German,No
10473.0,Build A Culture of Freedom & Responsibility by Patty McCord,Intermediate,French,Yes
10474.0,Productivity Hacks for Writers (Writing Mastery),Expert,English,No
10475.0,Mastering Data Visualization: Theory and Foundations,Expert,French,No
10476.0,The Fundamentals of end-to-end Supply Chain Management,Beginner,Spanish,No
10477.0,Full Business Analysis Study Guide (CCBA® Exam preparation),Beginner,German,Yes
10478.0,Mastering the Seven Quality Tools (with Microsoft Excel),Expert,French,No
10479.0,New Manager's Five-week Success System: 25 Days > Management,Beginner,German,No
10480.0,ChatGPT Crash Course: Introduction to ChatGPT for Work,Beginner,English,No
10481.0,Digital Oil and Gas,Intermediate,English,Yes
10482.0,Introduction to Contract Management,Beginner,Chinese,Yes
10483.0,The Complete Crowdfunding Course for Kickstarter & Indiegogo,All Levels,Chinese,No
10484.0,Value-Based Healthcare: An Introduction (Premium Edition),Beginner,French,Yes
10485.0,Social Media Ethics,Intermediate,Chinese,No
10486.0,How to Manage by Delegating (So You Can Achieve Your Goals)!,All Levels,German,Yes
10487.0,Professional Resilience,Intermediate,Chinese,No
10488.0,"Improve Communication: Speak Smoothly, Clearly & Confidently",Expert,German,Yes
10489.0,Statistics with R - Beginner Level,Beginner,Chinese,No
10490.0,"Online Marketing Business: Create Your Agency, Step-by-Step",Intermediate,Chinese,No
10491.0,Critical Thinking with Emotional Intelligence,Expert,Chinese,Yes
10492.0,"Drawing for Meetings, Presentations and Trainings",Beginner,Spanish,No
10493.0,The Art of Negotiation - Become a Master Negotiator,Expert,Spanish,No
10494.0,"Data Analysts Toolbox: Excel, Python, Power BI, PivotTables",Intermediate,Chinese,No
10495.0,Hybrid Work Management: How to Manage a Hybrid Team,All Levels,German,Yes
10496.0,Improve your Handwriting - Improve your Life,Expert,French,No
10497.0,Start a Business: Design Thinking & Entrepreneurship [2024],Expert,English,No
10498.0,"Communication Skills: Become Clear, Concise, Confident",Expert,Spanish,No
10499.0,The Human Resources Certification Program (HRCI - PHR/SPHR),Beginner,Chinese,Yes
10500.0,Difficult conversations: the complete guide,Intermediate,English,No
10501.0,ISO 37001. Anti-bribery management system,Expert,Spanish,Yes
10502.0,ChatGPT / AI Ethics: Ethical Intelligence for 2023 +,Expert,French,No
10503.0,Alibaba - How To Succeed At Importing Products,All Levels,German,Yes
10504.0,Identify And Avoid Unconscious Bias,Expert,Chinese,Yes
10505.0,Product Management Certification+Agile Product Owner+Scrum,Expert,French,Yes
10506.0,Rapid Prototyping for Entrepreneurs| Build a Demo in 2 hours,Expert,Spanish,No
10507.0,Public Speaking Training & Facilitator Certification,Expert,Chinese,Yes
10508.0,Workplace Communication: Effectively Deliver Criticism,Expert,English,Yes
10509.0,From China to Amazon - A LIVE case study and complete guide,All Levels,German,Yes
10510.0,Mastering DAX Calculations in Microsoft Power BI,Expert,Spanish,Yes
10511.0,Open To buy- Retail Merchandising Planning,All Levels,German,Yes
10512.0,HIPAA Training for the 2020s,Beginner,Chinese,Yes
10513.0,Scrum Master PSM II Certification Prep - Agile 2023 (PSM 2),Intermediate,French,Yes
10514.0,Fire Safety and Prevention Planning,Intermediate,German,Yes
10515.0,Tech Writers Master Class,All Levels,English,Yes
10516.0,Smart Tips: Leadership,Expert,Spanish,No
10517.0,Business Intelligence with Microstrategy 10 Analytics,Beginner,English,Yes
10518.0,Master Personality Power For Influence And Success,Intermediate,German,Yes
10519.0,The Legal Implications of Social Media in the Workplace,Intermediate,French,Yes
10520.0,Assertiveness Masterclass - How to be Assertive & Likeable,Intermediate,French,Yes
10521.0,Smart Tips: Become a Manager Who Is an Exceptional Coach,All Levels,English,Yes
10522.0,Dynamic Dashboards and Data Analysis with Data Studio - 2022,Expert,Chinese,Yes
10523.0,Constructive Feedback: Manager's Step-By-Step Guide,Intermediate,Chinese,Yes
10524.0,Proven & PROFITABLE Amazon PPC Advertising Course (2023),Expert,French,No
10525.0,Statistical Process Control (SPC) Using Microsoft Excel,Intermediate,English,No
10526.0,PMP Renewal-14 PDUs for PMP: Basic Project Management Math,Expert,English,No
10527.0,Designing Gamification Level 1 (Basic) + Certification,Beginner,English,Yes
10528.0,Start & Run a Successful and Profitable SEO Business,Expert,German,Yes
10529.0,PRINCE2 Foundation Six Practice Certification Exams (2023),Beginner,Chinese,No
10530.0,All You Need to Know About ServiceNow Administration,Beginner,Chinese,No
10531.0,Customer Success: How to Reduce Churn and Increase Retention,Beginner,German,Yes
10532.0,R Shiny Interactive Web Apps - Next Level Data Visualization,Intermediate,Spanish,Yes
10533.0,Train the Trainer Pro: No Beginners Allowed!,Expert,German,No
10534.0,After Effects CC: Motion Graphics & Animation Principles,Intermediate,English,No
10535.0,Excel Charts - Excel Charts and Graphs Basic Training ,Beginner,German,No
10536.0,Understanding and tackling Gender Bias in the workplace,All Levels,English,No
10537.0,"Projects Cost Management, Estimating, Budgeting and Control.",Intermediate,French,Yes
10538.0,Logistics and Ocean Shipping in Supply Chain Management,All Levels,English,No
10539.0,HR & People Data and Analytics Fundamentals,Beginner,Chinese,No
10540.0,Interactive Data Visualization with Python and Bokeh,All Levels,German,Yes
10541.0,Agile Scrum Master Training : Case Studies and Confessions,Expert,English,No
10542.0,Be A Better Manager 1 - Influential Management Training,Beginner,Spanish,No
10543.0,10 Shopify Dropshipping Strategies That Make Me 6-Figures,All Levels,French,No
10544.0,Business Communication Skills: Handling Clients & Customers,All Levels,Spanish,Yes
10545.0,Customer Analytics in Python,Intermediate,Spanish,Yes
10546.0,Trello Project Management: Complete Course,Expert,Spanish,No
10547.0,Talking to Your Employees About Stress at Work,All Levels,French,Yes
10548.0,Writing Effective Business Emails,Intermediate,French,Yes
10549.0,Project Management Fundamentals - Stake Holder Management,Beginner,French,No
10550.0,Work From Home as a Virtual Assistant,Beginner,French,Yes
10551.0,Project Management Training,All Levels,Spanish,No
10552.0,Start & Run a Local Viral Email Marketing Home Business,Expert,Chinese,Yes
10553.0,Airbnb Entrepreneur : Become the Best Listing in Town!,Intermediate,Chinese,No
10554.0,HR Course - Agile PeopleOps Framework (APF) : Foundation,Beginner,French,Yes
10555.0,[NEW] Amazon FBA Masterclass by a 7-Figure Seller,Expert,German,Yes
10556.0,Data Quality Masterclass - The Complete Course,Beginner,English,No
10557.0,The Painless Negotiation,Intermediate,German,No
10558.0,Occupational Health & Safety Training,Beginner,German,No
10559.0,Agile Reporting - Beginner To Rock Star,Beginner,German,No
10560.0,Shopify Tyrant: How To Start An Ecommerce Biz From Scratch,Beginner,Chinese,Yes
10561.0,Certification Course in Human Resource Management,Intermediate,English,Yes
10562.0,GDPR Certification & Preparation to CIPP Certification Test,Expert,German,No
10563.0,The A to Z of ESG - Environmental & Social Governance,Intermediate,French,Yes
10564.0,"Scrum Master Professional Cert,Real Case,2023 Exam Questions",Intermediate,Chinese,No
10565.0,"2023 Amazon Sales: Amazon SEO, Ads, Ecommerce Marketing",Beginner,French,Yes
10566.0,Product Management Fundamentals: Awesome Product Roadmaps,Expert,French,No
10567.0,Fiverr Freelancing 2023: Sell Like The Top 1%,All Levels,German,Yes
10568.0,The Power of Motivation - Shape and Control Your Destiny,All Levels,French,No
10569.0,Start a Social Media Marketing Agency from Home,Expert,English,Yes
10570.0,PgMP (Program Management Professional) Exam Prep Course,Expert,French,Yes
10571.0,Recruiting Talent: How to find & attract the best candidates,Expert,German,No
10572.0,All about KPIs,Intermediate,French,Yes
10573.0,Become QlikView Developer from Scratch,Beginner,Chinese,Yes
10574.0,PMP Practice Exams: Set One for PMP Candidates,Beginner,Chinese,No
10575.0,Print on Demand with Etsy for Passive Income 2023 Course,Expert,Chinese,No
10576.0,Strategic Planning Skills,Intermediate,Spanish,No
10577.0,Data Science for Business | 6 Real-world Case Studies,Intermediate,Chinese,No
10578.0,Master Course in Tableau Prep - Prepare & Clean Data,Beginner,Chinese,Yes
10579.0,Program Management Course - Program Manager Essentials,Expert,Spanish,No
10580.0,Conduct Behavioral Interviews & Be a Great Mentor,Intermediate,Chinese,No
10581.0,Supercharged Prospecting,Expert,German,No
10582.0,Informed Risk Taking : Risk Management Process - Analysis,Beginner,Chinese,Yes
10583.0,Learning and Development Tools and Methods,Intermediate,Chinese,Yes
10584.0,"Leadership Styles, Life-Cycles and Corporate Culture",Expert,Spanish,Yes
10585.0,Understand and Elicit Requirements with Business Analysis,All Levels,German,Yes
10586.0,Project Management Office (PMO) for Management Consultants,Intermediate,French,No
10587.0,Copywriting - Become a Freelance Copywriter In 7 Days,Expert,English,Yes
10588.0,Fundamentals of Change Management,All Levels,German,Yes
10589.0,Be A Better Manager 3 - Team Building Management Training,Beginner,French,No
10590.0,Business to Business Selling Skills,Intermediate,German,No
10591.0,Recruitment: IT Basics for IT Recruiters,Expert,French,Yes
10592.0,Online Reputation Management: Negative Business Reviews,Expert,French,No
10593.0,Kanban+Agile Kanban Productivity & Efficiency+Agile Scrum,All Levels,German,Yes
10594.0,Effective Bookkeeping and Payroll,All Levels,Spanish,Yes
10595.0,The Production Part Approval Process (PPAP),Expert,German,Yes
10596.0,AWS Machine Learning Certification Exam | Complete Guide,Expert,German,No
10597.0,Strategic Workforce Planning: A Fundamental Beginner's Guide,Beginner,French,No
10598.0,How to Sell Anything to Anyone,Expert,English,Yes
10599.0,The Advanced Real Estate Financial Modeling Bootcamp,Intermediate,French,Yes
10600.0,Make Better Decisions: 13 Mental Models for Team Managers,Beginner,Chinese,No
10601.0,How To Validate Any Business Idea,Expert,German,Yes
10602.0,Reverse Engineer Riveting Fiction & Write Best Selling Books,All Levels,German,No
10603.0,Complete Contract Management Bootcamp: Zero to Hero,Intermediate,Spanish,No
10604.0,Amazon - Home Business - Make An Amazon Empire From Home,All Levels,French,No
10605.0,PMP Math Prep - PMP Math and Formulas,All Levels,Spanish,No
10606.0,Mobile Cybersecurity Awareness,All Levels,German,Yes
10607.0,Intercultural communication,Expert,French,No
10608.0,Customer Service Training: Dealing with Difficult Customers,Expert,French,No
10609.0,Virtual Presentation Skills Webinar - Beginner to Advanced!,Expert,Chinese,No
10610.0,Communication Skills for Professionals,Expert,Chinese,Yes
10611.0,Google BigQuery & PostgreSQL : Big Query for Data Analysis,Beginner,English,Yes
10612.0,Identifying and Building Digital Leadership Talent,Intermediate,Chinese,Yes
10613.0,Motivating Your Team: How to keep morale high,Intermediate,French,Yes
10614.0,Professional Diploma in Project Management,All Levels,Chinese,Yes
10615.0,"Start A T-Shirt Business | Redbubble, Merch by Amazon & More",Beginner,English,No
10616.0,Start Your Own SEO Agency From Home - The Complete Blueprint,Expert,German,Yes
10617.0,"Supply Chain: How to make planning (MPS, RCCP, MRP, DRP)",Expert,Chinese,Yes
10618.0,Become a Virtual Assistant,Beginner,French,No
10619.0,Jack's eBay Drop Shipping Companion Course Updated 2019,All Levels,German,Yes
10620.0,Technical Report Writing,All Levels,French,Yes
10621.0,PRINCE2 Foundation & Practitioner Certification Masterclass,Expert,German,No
10622.0,How to Start and Scale a Shopify Dropshipping Store Quickly,All Levels,French,Yes
10623.0,Sales Skills: the Complete Closing-the-Sale Blueprint,Intermediate,Chinese,Yes
10624.0,Customer Success Manager (CSM) Elite,Intermediate,Chinese,No
10625.0,The Complete Instagram Marketing Masterclass 2023,Expert,English,Yes
10626.0,Alteryx - The Complete Masterclass,Expert,German,Yes
10627.0,Lean-Agile Leadership: The Foundation Of Enterprise Agility,All Levels,English,No
10628.0,Sexual Harassment Training for Managers,Beginner,Spanish,Yes
10629.0,Tableau 2020 Training for Data Science & Business Analytics,Intermediate,Chinese,Yes
10630.0,Directing the Actor: A USC course with Nina Foch,Intermediate,German,Yes
10631.0,Tableau Data Analyst & Specialist Certifications /w Datasets,Beginner,English,Yes
10632.0,Real Estate Acquisitions 101,Beginner,English,Yes
10633.0,Conflict Management: The complete guide,Intermediate,Spanish,No
10634.0,Make Money From Home: 45 Work From Home Opportunities,All Levels,English,Yes
10635.0,The Complete Sales Prospecting Bootcamp Course,Expert,French,No
10636.0,Fire Starter Sessions Video Workshop with Danielle LaPorte,Intermediate,Chinese,Yes
10637.0,"The ""Best"" Startup Pitch Deck - How To Raise Venture Capital",Intermediate,English,Yes
10638.0,Project Management: Simple Software Project Management,All Levels,English,No
10639.0,The Ultimate Guide for Land Surveying with Drones - Part 1,All Levels,Spanish,No
10640.0,CecureUs PoSH Awareness course,Beginner,French,No
10641.0,Event Management for Beginners,Beginner,English,Yes
10642.0,The Amazon FBA Private Label Masterclass,Beginner,Chinese,Yes
10643.0,Source and Sell on Amazon FBA [Without Private Labeling],Expert,Chinese,No
10644.0,Fundamentals of Life Cycle Assessment (LCA),Beginner,English,Yes
10645.0,Practical SQL Bootcamp for Data Analysts and Data Scientists,Beginner,French,Yes
10646.0,Colors for Data Science A-Z: Data Visualization Color Theory,Expert,Chinese,Yes
10647.0,TABLEAU 2018 ADVANCED: Master Tableau in Data Science,Intermediate,Chinese,Yes
10648.0,Kanban Practitioner and Using Scrum™ with Kanban,Expert,French,Yes
10649.0,Alibaba The Complete Guide to Import from Alibaba to Amazon,All Levels,French,No
10650.0,Break out of Excel and into Tableau in 90 Minutes,Beginner,English,Yes
10651.0,Start & Grow Your Staffing & Recruiting Business in 2023,Intermediate,German,No
10652.0,Assert Yourself - Master the benefits of assertive behaviour,Beginner,Spanish,Yes
10653.0,Management Consulting Presentation Essential Training,Expert,German,Yes
10654.0,Business Analysis Foundations,Beginner,German,Yes
10655.0,How To Get More Done In 3 Hours Than Most Do In 3 Days,Expert,Chinese,Yes
10656.0,Become An Expert At Microsoft Dynamics 365 For Sales (CRM),Expert,French,No
10657.0,AI for Business Leaders,Expert,Chinese,Yes
10658.0,The art of facilitation: learn how to lead a working group,Intermediate,Spanish,Yes
10659.0,Advanced Agile and Scrum (PMI 8 Contact Hours),Intermediate,English,No
10660.0,Certification Course in Human Resource Management (HRM),Beginner,Spanish,Yes
10661.0,Freelancing: 37 Ways to Make Money From Home as a Freelancer,Expert,Chinese,Yes
10662.0,Product Design Management for Agile Practitioners,Beginner,Chinese,Yes
10663.0,Project Management: Cost & Schedule Monitoring using EVM,Beginner,Chinese,No
10664.0,Video Presentation & Public Speaking Skills: Complete Guide,Expert,Chinese,Yes
10665.0,Miro Fundamentals: Brainstorm and Collaborate,Expert,German,No
10666.0,Become a Master of Client and Account Management,Intermediate,English,No
10667.0,Process Mining with Celonis,Beginner,German,Yes
10668.0,Business Intelligence with Power BI Desktop,Expert,Chinese,Yes
10669.0,How to Find & Correct Writing Errors: The Proofreading Guide,Beginner,French,Yes
10670.0,Get Kanban Organised: From To-Do To Done With Kanban Boards,Beginner,German,Yes
10671.0,Managing Generational Conflict,All Levels,Chinese,No
10672.0,The Ultimate Google Analytics Course For Beginners 2023,Beginner,Chinese,Yes
10673.0,Customer Service: How to sell more without advertising,Expert,English,Yes
10674.0,How to Conduct a Learning Needs Analysis,Intermediate,Spanish,Yes
10675.0,Statistics/Data Analysis with SPSS: Descriptive Statistics,Beginner,German,No
10676.0,Microsoft Power BI: The Complete Guide,Intermediate,German,Yes
10677.0,Logistic Regression using SAS - Indepth Predictive Modeling,All Levels,German,Yes
10678.0,How to give and receive feedback effectively,Intermediate,Chinese,Yes
10679.0,Screenwriting Workshop,All Levels,English,Yes
10680.0,"SaaS Metrics Fundamentals for Managers, Founders & Investors",Beginner,Chinese,Yes
10681.0,"Value Centric Selling - How to Sell on Value, Not Price",All Levels,Chinese,Yes
10682.0,"Manage Project Risks Impeccably (12 PDUs, RMP - PMP) PMBOK 7",Expert,French,Yes
10683.0,How to find a profitable niche (in under 1 hour),Beginner,English,No
10684.0,Communication Skills Masterclass - Your Communication Guide,Expert,German,No
10685.0,Excel Skills for Insurance Professionals,Beginner,Spanish,Yes
10686.0,Presentation Skills & Public Speaking: Complete Masterclass,Expert,German,Yes
10687.0,Kickstart a Freelance Editor & Proofreader Career on Upwork,Beginner,Chinese,Yes
10688.0,Business Bootcamp: 7 Weeks to Start Your Own Business,All Levels,English,No
10689.0,Handling Objections & How To Be A Master Closer,Intermediate,English,Yes
10690.0,How to Be Assertive and Likable,Beginner,English,Yes
10691.0,Scrum: Become a Certified Scrum Master,All Levels,French,No
10692.0,Risk Management for Project Professionals (PMBOK7 Updated),Intermediate,German,No
10693.0,iGNLP™ - NLP In Sales Certification,All Levels,French,Yes
10694.0,HR - Agile HR Fundamentals ( Human Resources ),All Levels,Spanish,Yes
10695.0,Presentation Skills : The Complete Guide,All Levels,Chinese,No
10696.0,Cost Accounting: Introduction to Management Accounting,All Levels,French,No
10697.0,Maintenance Planning Basics,Beginner,French,No
10698.0,Build Authentic Relationships using Emotional Intelligence,Intermediate,Chinese,No
10699.0,Assertiveness 101: Become More Assertive in Just 90 Minutes,Expert,English,Yes
10700.0,The Simplest Guide to Clinical Trials Data Analysis with SAS,All Levels,Chinese,Yes
10701.0,Transport logistics - Introduction to transport modes,Beginner,German,No
10702.0,Agileteka - All Scaled Agile Framework® (SAFe) & Scrum eBook,Intermediate,Chinese,Yes
10703.0,Helping Employees Embrace Change,Expert,English,Yes
10704.0,Proposal Writing & Management (+APMP Foundation Exam Prep),Beginner,Chinese,No
10705.0,31 Startup Business Model : Best Course for Entrepreneurs,Expert,French,No
10706.0,Complete STATA Workflow + Tips,Beginner,Spanish,No
10707.0,Leadership & Management Skills: 13 Leadership Courses In 1,All Levels,French,Yes
10708.0,Lean Six Sigma Yellow Belt,Expert,Spanish,Yes
10709.0,IBM SPSS AMOS Foundation Course: SEM Scratch to Advanced,Expert,Chinese,Yes
10710.0,Difficult Conversations at Work Made Easier,Beginner,German,No
10711.0,Diversity And Inclusion In The Workplace,All Levels,Chinese,Yes
10712.0,Sales Skills: 9 Sales Training Courses In 1,All Levels,English,No
10713.0,Certified Quality Auditor Training,Intermediate,Chinese,Yes
10714.0,Facilitation: You Can Be a Facilitator,All Levels,Spanish,No
10715.0,Advance Analytics with Excel - data analysis toolpak/ Solver,Expert,French,Yes
10716.0,Business Coaching Certification FECBC Business Fundamentals,All Levels,German,Yes
10717.0,"Agile Scrum Mastery: PSM 1, Cert. Scrum Master & Project Mgm",Expert,Chinese,No
10718.0,Bitcoin Advanced Level: Transactions,Intermediate,Chinese,No
10719.0,Business Model Canvas Masterclass: How Business Models Work,Expert,French,Yes
10720.0,Tableau Server 2019.1 Administration,Expert,German,Yes
10721.0,"Live Hard: From Smart Risks to Innovation, to Success",Expert,Chinese,No
10722.0,SQL - Master Class For Data Analysis,Intermediate,Chinese,Yes
10723.0,Copyright Protection for Entrepreneurs (Protect Your Work),All Levels,Spanish,Yes
10724.0,Sales and Selling with Emotional Intelligence,Intermediate,Spanish,No
10725.0,Analytics Engineering Bootcamp,Beginner,English,No
10726.0,Technical Writing: Master Your Writing Career,All Levels,French,Yes
10727.0,ISO 22000:2018. Food Safety Management System,Expert,German,No
10728.0,Time Mastery For Managers,Expert,Chinese,Yes
10729.0,Become A Freelance Social Media Manager - Home Business,Intermediate,Chinese,Yes
10730.0,Data Analysis Bootcamp™ 21 Real World Case Studies,Beginner,English,No
10731.0,Advanced Upwork Proposals: Tips to Help Get More Responses!,Beginner,Chinese,Yes
10732.0,"Prevention of Sexual Harassment Act, India 2013",Intermediate,French,Yes
10733.0,"NLP For Sales, Persuasion & Influence: Certified NLP & Sales",All Levels,English,Yes
10734.0,Export Import Logistics with Global Incoterms ® 2020 Rules,All Levels,French,Yes
10735.0,Time Management Mastery: Productivity & Goals,Expert,English,Yes
10736.0,Tableau Crash Course 2021: Build & Share COVID19 Dashboards,Beginner,Chinese,No
10737.0,Project Kickoff Meetings: How to Lead them Effectively,Beginner,English,No
10738.0,Customer Service & Support For Customer Service Executives,All Levels,Spanish,Yes
10739.0,Amazon FBA Beginners Course - Start Earning Income Now!,Expert,German,Yes
10740.0,Zero to Hero in Tableau: Data Visualization using Tableau,All Levels,Chinese,No
10741.0,Crystal Reports for SAP Business One Mastery Training Course,Intermediate,German,Yes
10742.0,Complete Media Training Master Class - Confidence on Camera,Expert,Chinese,No
10743.0,Data Science & Deep Learning for Business™ 20 Case Studies,All Levels,German,No
10744.0,ChatGPT 101: Learn ChatGPT Prompts & ChatGPT Smart Tips,Beginner,Spanish,No
10745.0,Complete Trello Fundamentals - Beginners to Advanced,Expert,German,Yes
10746.0,The Complete Affiliate Marketing Course,Beginner,English,Yes
10747.0,Supply Chain Management for Beginners,Beginner,German,Yes
10748.0,Quality Management Systems:Management and Control of Quality,Expert,Chinese,Yes
10749.0,Root Cause Analysis and the 8D Problem Solving Bootcamp,Intermediate,French,No
10750.0,Amazon FBA: Complete Guide To Start Your Own Home Business,All Levels,German,Yes
10751.0,ChatGPT & Midjourney: 23 Ways of Earning Money with AI,Expert,German,Yes
10752.0,Economics: Macroeconomic Fundamentals for Managers | 2023,Intermediate,German,Yes
10753.0,Effective Delegation,Expert,Chinese,No
10754.0,Day-to-Day Leadership that Gets Results,Intermediate,German,Yes
10755.0,How to Dominate Freelancing on Upwork,All Levels,Chinese,No
10756.0,Team Building: Beginner To Advanced,Expert,Chinese,Yes
10757.0,Statistics for Data Analysis Using Python,All Levels,French,Yes
10758.0,Amazon SEO & Listing Optimization SECRETS to Double Sales,All Levels,English,Yes
10759.0,How to Succeed In Your First Management Job,Expert,Chinese,Yes
10760.0,Microsoft Power BI Masterclass - Expand Excellence,Beginner,Spanish,Yes
10761.0,WordPress E-commerce: Build 3 Websites & Dropshipping Stores,Beginner,German,No
10762.0,Microsoft Project ADVANCED: Project Management Technics 3PDU,Expert,Spanish,Yes
10763.0,Advanced Tableau for Business Intelligence & Data Analysis,All Levels,German,No
10764.0,Online Business: 20 Ways To Make Money Online,Intermediate,French,Yes
10765.0,Complete Guide to Freelancing in 2023: Zero to Mastery,Expert,Chinese,Yes
10766.0,Overcome Difficult People - Assertiveness with Games Players,Expert,English,No
10767.0,Proofreading Power Basics,Intermediate,Chinese,Yes
10768.0,Design Thinking Guide for Successful Professionals,Expert,German,No
10769.0,Visual Merchandising Course For Retailers and Students,Beginner,English,No
10770.0,DROPSHIPPING 2.0: Sell Great Products That Aren't From China,Expert,Chinese,Yes
10771.0,Copywriting White Papers – An All Levels Strategy,All Levels,English,Yes
10772.0,Public Speaking: You Can be a Great Speaker within 24 Hours,All Levels,German,Yes
10773.0,Agile Crash Course for Beginners,Expert,French,Yes
10774.0,Product and Service Management,Intermediate,French,Yes
10775.0,Microsoft Excel Data Analysis: Formulas & Pivot Tables,Beginner,Chinese,No
10776.0,Hands-On HR Analytics Online Course for Human Resources,Beginner,Spanish,No
10777.0,"eCommerce Website: Shopify, Dropshipping, Amazon and more.",Beginner,German,Yes
10778.0,Delegation without Stress: What Managers Need to Know,Beginner,Chinese,Yes
10779.0,"Manufacturing Operations – Planning, Management and Control",All Levels,Chinese,No
10780.0,Customer Service Basics: Improve your Service now,Beginner,French,No
10781.0,Excel Analytics: Linear Regression Analysis in MS Excel,All Levels,English,No
10782.0,Forex Trading- Making A Living Online Trading Forex,Expert,German,Yes
10783.0,Beginner Tech Recruitment Bootcamp,Beginner,English,Yes
10784.0,Professional Email Writing in English: Complete Training,Expert,German,No
10785.0,The Complete Course on Piping Components for Oil&Gas Career,All Levels,Spanish,No
10786.0,Basic Grant Proposal Writing for Nonprofits,Beginner,French,Yes
10787.0,From Engineer to Technical Manager: A Survival Guide,Beginner,Spanish,No
10788.0,Online Arbitrage Mastermind 2.0 [Resell Products from Home],Intermediate,Chinese,Yes
10789.0,Stress Management Coaching Certification CGRSC Stress Coach,Expert,French,No
10790.0,The Ultimate Guide to Employee Onboarding,Intermediate,Chinese,Yes
10791.0,Complete Primavera P6 Training & Certification,All Levels,Spanish,No
10792.0,Medical Device Process Validation. ISO 13485. IQ OQ PQ.,All Levels,German,No
10793.0,Introduction to EDI X12,Beginner,Chinese,No
10794.0,Essential Excel for Business Analysts and Consultants,Intermediate,English,No
10795.0,The Audiobook Production and Narration Course,Expert,German,Yes
10796.0,ISO/IEC 27005:2022. Information security risk management,Intermediate,German,No
10797.0,Sales and Persuasion Skills for Startups,All Levels,Spanish,Yes
10798.0,Optimization with Metaheuristics in Python,All Levels,Spanish,No
10799.0,Chief Financial Officer Leadership Program,All Levels,French,No
10800.0,Agile Project Management,Intermediate,French,Yes
10801.0,SAP Quality Management (QM) Module Online Classes,All Levels,English,No
10802.0,PMP Certification Exam (PMI) Prep: A Complete Guide- 35 PDUs,All Levels,German,No
10803.0,The Complete DISC Personality Masterclass - You & Them,All Levels,English,Yes
10804.0,VPs and Directors of Product Management: Finding Excellence,Expert,English,No
10805.0,7 steps to effective Performance Management Conversations,All Levels,Spanish,No
10806.0,Program Management Interview Course,Beginner,English,No
10807.0,Build Insightful Dashboards with Google Data Studio,Intermediate,English,Yes
10808.0,How to Start and Run a Web Hosting Business from Home,Intermediate,Chinese,No
10809.0,Introduction to Data Visualization,Intermediate,French,Yes
10810.0,"Flow of fluids through piping systems , valves and pumps",All Levels,French,Yes
10811.0,Mastering ISO 9001:2015+Self-Assessment Tool,All Levels,German,Yes
10812.0,Security Management: Excellence in Private Protection,All Levels,French,Yes
10813.0,Microsoft Power BI DAX from Scratch,Beginner,German,No
10814.0,Create Your First Profitable Online Business Now,All Levels,Chinese,No
10815.0,Top 10 Project Management Lessons Learned - Earn 2 PDU's,All Levels,French,Yes
10816.0,The Advanced QlikSense Masterclass,Intermediate,Chinese,No
10817.0,Scrivener |Full Course on How to Write a Book in Scrivener 2,Intermediate,French,No
10818.0,Sales Methodologies: Best Practices for Enterprise Selling,Expert,French,No
10819.0,Certified Risk Management FMEA ISO 31000 Expert | Accredited,Expert,Chinese,No
10820.0,SQL Course 2024: SQL for Data Analysis and Data Science.,Expert,English,No
10821.0,12 Steps Business Case Development,Expert,English,No
10822.0,Affiliate Marketing Domination: Become A Super Affiliate,Beginner,English,Yes
10823.0,How to be a Journalist - The Complete Guide to Journalism,Intermediate,English,No
10824.0,WordPress E-Commerce With WooCommerce: Novice To Store Owner,Beginner,French,Yes
10825.0,Shopify guide: The complete shopify store creation course,Beginner,Spanish,No
10826.0,CompTIA Project+ Exam Prep,Expert,Chinese,Yes
10827.0,CIPS L5M3 Managing Contractual Risk,Intermediate,Spanish,No
10828.0,How to Start a Business Sustainably | Complete Guide,Beginner,Spanish,Yes
10829.0,Managing mental health issues in the workplace,All Levels,German,Yes
10830.0,How to Master Hiring: Pick the right candidate every time,Intermediate,English,No
10831.0,Warehouse Management in Supply Chain Management,Beginner,French,No
10832.0,The Real Estate Financial Modeling Interview Exam Guide,Intermediate,English,Yes
10833.0,OKR: Methodology and Application,All Levels,English,No
10834.0,Linkedin Marketing: B2B Sales & Lead Generation From Scratch,Expert,Spanish,No
10835.0,The Complete Freelance Writing Course,Expert,German,No
10836.0,The Complete Business Process Management (BPM) Master Class,Expert,English,No
10837.0,How To Start A T Shirt Transfer Printing Business From Home,All Levels,Chinese,Yes
10838.0,Lead & Empower Agile Teams To Achieve Success,Intermediate,Chinese,No
10839.0,How to Flip Cars Like a Pro - Learn Car Flipping,Beginner,English,No
10840.0,Step-by-Step Transcription from Home - Start A New Career,Intermediate,Spanish,No
