title,link,duration,instructor,students
Midjourney AI: From Zero To Hero - Create Unique Images With AI,https://www.skillshare.com/en/classes/Midjourney-AI-From-Zero-To-Hero-Create-Unique-Images-With-AI/1856770676,51m,Riccardo Scrocca,911 students
Creating a Simple Color Separation: Adobe Photoshop Basics,https://www.skillshare.com/en/classes/Creating-a-Simple-Color-Separation-Adobe-Photoshop-Basics/124362917,43m,Mel Rye,"1,284 students"
Sell Low Content Books on Amazon's Kindle Direct Publishing (KDP) - Masterclass!,https://www.skillshare.com/en/classes/Sell-Low-Content-Books-on-Amazons-Kindle-Direct-Publishing-KDP-Masterclass/621415959,33m,Teagan Johnson,990 students
How to Edit Podcasts with Audacity for Podcasters and Virtual Assistants,https://www.skillshare.com/en/classes/How-to-Edit-Podcasts-with-Audacity-for-Podcasters-and-Virtual-Assistants/1457769021,1h 12m,Fei Wu,806 students
Intermediate Silversmithing - Stone Set Rings,https://www.skillshare.com/en/classes/Intermediate-Silversmithing-Stone-Set-Rings/1736875072,2h 35m,Joanne Tinley,599 students
Worn Type: Smart Effects In Photoshop,https://www.skillshare.com/en/classes/Worn-Type-Smart-Effects-In-Photoshop/1967673670,25m,Jamie Bartlett,"1,451 students"
"Beyond Excel I: Coda as Productivity Tool for Lean Startups, Entrepreneurs, and Freelancers",https://www.skillshare.com/en/classes/Beyond-Excel-I-Coda-as-Productivity-Tool-for-Lean-Startups-Entrepreneurs-and-Freelancers/615310725,1h 23m,Al Chen,"2,069 students"
"The Art of Revision: How to Make Your Good Film, Great in 6 Steps",https://www.skillshare.com/en/classes/The-Art-of-Revision-How-to-Make-Your-Good-Film-Great-in-6-Steps/1223060016,30m,Dandan Liu,"1,359 students"
Creative Color Grading For Filmmaking & YouTubers,https://www.skillshare.com/en/classes/Creative-Color-Grading-For-Filmmaking-YouTubers/1657163045,1h 24m,Jeven Dovey,827 students
Create A Social Media Marketing Plan For Beginners,https://www.skillshare.com/en/classes/Create-A-Social-Media-Marketing-Plan-For-Beginners/1997856243,30m,Ali Mirza,971 students
Turn Your Doodles Into Printable Greeting Cards,https://www.skillshare.com/en/classes/Turn-Your-Doodles-Into-Printable-Greeting-Cards/293304789,14m,Cathy Wu,"1,451 students"
Mixed Media Collage: Painted Paper to Stunning Abstract in 3 Easy Steps,https://www.skillshare.com/en/classes/Mixed-Media-Collage-Painted-Paper-to-Stunning-Abstract-in-3-Easy-Steps/1698350397,39m,Maren Cahill,831 students
Shape Your Story: Simple Story Structure for Fiction and Nonfiction,https://www.skillshare.com/en/classes/Shape-Your-Story-Simple-Story-Structure-for-Fiction-and-Nonfiction/1949554865,34m,Amy Stewart,457 students
Understanding Key Concepts Of Java Coding,https://www.skillshare.com/en/classes/Understanding-Key-Concepts-Of-Java-Coding/718698832,4h 1m,Michael Tsehlo,136 students
How to Add Energy to Your Paintings with Painting Knives,https://www.skillshare.com/en/classes/How-to-Add-Energy-to-Your-Paintings-with-Painting-Knives/1533501892,1h 7m,Malcolm Dewey,833 students
Beginner Photography: Using Manual Mode,https://www.skillshare.com/en/classes/Beginner-Photography-Using-Manual-Mode/1005571385,34m,Sian Morton,639 students
Google Sheets - Pivot Tables from Beginner to Expert,https://www.skillshare.com/en/classes/Google-Sheets-Pivot-Tables-from-Beginner-to-Expert/1983987144,57m,Adam Steinfurth,780 students
How to Setup Your Bullet Journal in 2020: The Ultimate Guide,https://www.skillshare.com/en/classes/How-to-Setup-Your-Bullet-Journal-in-2020-The-Ultimate-Guide/2099535687,26m,Nikki Kristol,"1,438 students"
Side Hustle Toolkit: Tips and Tools for Starting and Growing Your Side Hustle,https://www.skillshare.com/en/classes/Side-Hustle-Toolkit-Tips-and-Tools-for-Starting-and-Growing-Your-Side-Hustle/2019786157,1h 6m,Emma Folz,"1,508 students"
Pinterest Marketing For Beginners,https://www.skillshare.com/en/classes/Pinterest-Marketing-For-Beginners/532381880,1h 15m,Taylor Minor,858 students
Blender 3D for Beginners: Create a Cartoon Bumblebee Animation,https://www.skillshare.com/en/classes/Blender-3D-for-Beginners-Create-a-Cartoon-Bumblebee-Animation/1027370630,3h 50m,Harry Helps,248 students
Etsy Print-On-Demand for Artists: Personalize your P. O. D.,https://www.skillshare.com/en/classes/Etsy-Print-On-Demand-for-Artists-Personalize-your-P-O-D/1755992040,59m,Kathy Weller,"1,366 students"
Watercolor Northern Lights ( 5 Easy Projects) - The Complete Guide,https://www.skillshare.com/en/classes/Watercolor-Northern-Lights-5-Easy-Projects-The-Complete-Guide/1257669071,2h 13m,Dhritikana Nath,515 students
Essential Watercolor Pencil Techniques: A Beginner's Guide,https://www.skillshare.com/en/classes/Essential-Watercolor-Pencil-Techniques-A-Beginners-Guide/1657104944,1h 30m,Francoise Blayac,392 students
Agile & Scrum - From Beginner to Expert (includes practical project),https://www.skillshare.com/en/classes/Agile-Scrum-From-Beginner-to-Expert-includes-practical-project/1775393012,3h 49m,Aakriti E-Learning,266 students
Watercolor Seamless Repeats in Photoshop,https://www.skillshare.com/en/classes/Watercolor-Seamless-Repeats-in-Photoshop/1264416846,49m,Liz Kohler Brown,915 students
Design Intricate Flowers from Simple Illustrator Shapes,https://www.skillshare.com/en/classes/Design-Intricate-Flowers-from-Simple-Illustrator-Shapes/419185250,1h 7m,Daniela ⚘ Usurelu,797 students
Repeat Patterns in Adobe Fresco with Pixel and Live Brushes,https://www.skillshare.com/en/classes/Repeat-Patterns-in-Adobe-Fresco-with-Pixel-and-Live-Brushes/1877633500,1h 4m,Amy Bradley,483 students
How to Cook Pizza at Home,https://www.skillshare.com/en/classes/How-to-Cook-Pizza-at-Home/684118807,42m,Grant Batty,929 students
Social Media Marketing: Building Your Brand & Audience On Social Media,https://www.skillshare.com/en/classes/Social-Media-Marketing-Building-Your-Brand-Audience-On-Social-Media/54965404,3h 42m,Ethan Bridge,"1,135 students"
Blooming Botanicals: An Easy Step-by-Step Guide to Painting Watercolor Florals for Beginners,https://www.skillshare.com/en/classes/Blooming-Botanicals-An-Easy-Step-by-Step-Guide-to-Painting-Watercolor-Florals-for-Beginners/1010357513,1h 28m,Will Elliston,896 students
Character Illustration: Draw A Unique Character With Personality,https://www.skillshare.com/en/classes/Character-Illustration-Draw-A-Unique-Character-With-Personality/1835821469,1h 39m,Cé Marina,"1,227 students"
WIX Website SEO Basics For Beginners,https://www.skillshare.com/en/classes/WIX-Website-SEO-Basics-For-Beginners/1129953340,14m,Greg Gottfried,"1,178 students"
Creating Instagram Reels and Editing Videos,https://www.skillshare.com/en/classes/Creating-Instagram-Reels-and-Editing-Videos/1385876261,1h 49m,Cara Rosalie Olsen,"1,595 students"
Your First Hour In Houdini FX,https://www.skillshare.com/en/classes/Your-First-Hour-In-Houdini-FX/564907002,56m,Raffi Bedross,"1,199 students"
A Beginners Guide to Better Photo Editing in Adobe Lightroom,https://www.skillshare.com/en/classes/A-Beginners-Guide-to-Better-Photo-Editing-in-Adobe-Lightroom/1021638903,36m,Chad Thompson,895 students
How to draft an agreement,https://www.skillshare.com/en/classes/How-to-draft-an-agreement/2103833155,59m,Simon Yared,363 students
Create a cartoon character with adobe illustrator Step-By-Step !,https://www.skillshare.com/en/classes/Create-a-cartoon-character-with-adobe-illustrator-Step-By-Step/2022117500,1h 14m,Omnia Ali amer,"1,476 students"
Procreate von Anfang an: Dein Start ins digitale Zeichnen,https://www.skillshare.com/en/classes/Procreate-von-Anfang-an-Dein-Start-ins-digitale-Zeichnen/716436091,2h 6m,Ulrike Text&Tulip,561 students
Visual Communication & Data Visualization: A Beginner's Guide to Infographics,https://www.skillshare.com/en/classes/Visual-Communication-Data-Visualization-A-Beginners-Guide-to-Infographics/444220010,23m,Bianca Carague,"1,615 students"
Draw Your Bike! Getting Started with Vector Illustration,https://www.skillshare.com/en/classes/Draw-Your-Bike-Getting-Started-with-Vector-Illustration/352167691,1h 5m,Jon Brommet,"1,309 students"
Demystifying English Roses: 10 Watercolor Floral Designs to Spark Your Creativity,https://www.skillshare.com/en/classes/Demystifying-English-Roses-10-Watercolor-Floral-Designs-to-Spark-Your-Creativity/363522711,3h 48m,Joly Poa,700 students
Learn And Create Awesome Animations Using Toonly Software,https://www.skillshare.com/en/classes/Learn-And-Create-Awesome-Animations-Using-Toonly-Software/1605996991,2h 21m,VINOD KJ,718 students
DJI Drones: How To Become The Ultimate Pilot,https://www.skillshare.com/en/classes/DJI-Drones-How-To-Become-The-Ultimate-Pilot/992333196,8h 22m,Alex Shoolman,"1,413 students"
Kawaii Art on ProCreate for Very Beginners (Basics),https://www.skillshare.com/en/classes/Kawaii-Art-on-ProCreate-for-Very-Beginners-Basics/354744294,21m,Patrizia Diana,"1,030 students"
"Vlog Filming Basics! Film, Edit, Post, Marketing your video",https://www.skillshare.com/en/classes/Vlog-Filming-Basics-Film-Edit-Post-Marketing-your-video/1653256539,38m,Evangelos Anagnostou,"2,115 students"
C.M.G Software,https://www.skillshare.com/en/classes/C-M-G-Software/241582264,1h 15m,Ali Hamdan,144 students
The German Alphabet part 1 - say the ABC & spell your name in German,https://www.skillshare.com/en/classes/The-German-Alphabet-part-1-say-the-ABC-spell-your-name-in-German/1763256818,52m,Angelika Davey,"1,081 students"
"Drawing with Pen, Ink and Watercolor for Beginners",https://www.skillshare.com/en/classes/Drawing-with-Pen-Ink-and-Watercolor-for-Beginners/207921970,1h 30m,Teoh Yi Chie,586 students
DIY Logo Design: for Your Small Business or Non-Profit,https://www.skillshare.com/en/classes/DIY-Logo-Design-for-Your-Small-Business-or-Non-Profit/1636363221,1h 42m,Anna Galindo,"1,473 students"
How to Build a Professional WordPress Website Fast & Easy Step by Step,https://www.skillshare.com/en/classes/How-to-Build-a-Professional-WordPress-Website-Fast-Easy-Step-by-Step/353749553,2h 54m,Robin & Jesper ✓,878 students
Digital Decluttering,https://www.skillshare.com/en/classes/Digital-Decluttering/1866983085,23m,Mike And Matty,"1,220 students"
Powerpoint for Graphic Designers: Creating Captivating Presentations,https://www.skillshare.com/en/classes/Powerpoint-for-Graphic-Designers-Creating-Captivating-Presentations/36792430,1h 24m,Derrick Mitchell,"1,247 students"
Creating A Children’s Book,https://www.skillshare.com/en/classes/Creating-A-Children%E2%80%99s-Book/1823678199,1h 38m,Beatrice Ajayi,"2,568 students"
Sunflower Watercolor Painting Class (Loose Sunflower),https://www.skillshare.com/en/classes/Sunflower-Watercolor-Painting-Class-Loose-Sunflower/954277374,59m,Jenny Flores Art,644 students
Mastering Sound Design - How to Build Better Soundscapes for Your Video,https://www.skillshare.com/en/classes/Mastering-Sound-Design-How-to-Build-Better-Soundscapes-for-Your-Video/1515107428,39m,Dusan Brkovic,"1,868 students"
Advanced American English Pronunciation | Complete Mastery,https://www.skillshare.com/en/classes/Advanced-American-English-Pronunciation-Complete-Mastery/1365147729,8h 45m,Cloud English,717 students
1 Hour Guide To A Better Credit Score,https://www.skillshare.com/en/classes/1-Hour-Guide-To-A-Better-Credit-Score/707234863,1h 0m,Zac Hartley,657 students
Draw an Amazing 3D Banner in Procreate,https://www.skillshare.com/en/classes/Draw-an-Amazing-3D-Banner-in-Procreate/2044057993,34m,Lisa Long,511 students
"How to Use AI to Organize Your Life: Chat GPT, Notion AI, Bdeens Chat",https://www.skillshare.com/en/classes/How-to-Use-AI-to-Organize-Your-Life-Chat-GPT-Notion-AI-Bdeens-Chat/800449946,1h 15m,Sina Port,916 students
Impressionism - Paint this Farmhouse Landscape in Oil or Acrylic,https://www.skillshare.com/en/classes/Impressionism-Paint-this-Farmhouse-Landscape-in-Oil-or-Acrylic/137487063,1h 54m,Christopher Clark,489 students
Let's Paint Juicy Fruits! Learn Modern Loose Gouache Painting Techniques,https://www.skillshare.com/en/classes/Lets-Paint-Juicy-Fruits-Learn-Modern-Loose-Gouache-Painting-Techniques/2048652634,1h 43m,Yasmina Creates,480 students
Creative In-Camera Video Transitions,https://www.skillshare.com/en/classes/Creative-In-Camera-Video-Transitions/1961306413,30m,Chris Brooker,"1,046 students"
How to Draw Mermaids in Procreate,https://www.skillshare.com/en/classes/How-to-Draw-Mermaids-in-Procreate/908653061,1h 42m,Lara Militaru,213 students
Drawing Without Fear: A Self-Care Approach to Daily Creativity,https://www.skillshare.com/en/classes/Drawing-Without-Fear-A-Self-Care-Approach-to-Daily-Creativity/839795910,1h 18m,Catherine Jennifer Charnock,552 students
The Art of Setting Goals: Create Your Roadmap to Success,https://www.skillshare.com/en/classes/The-Art-of-Setting-Goals-Create-Your-Roadmap-to-Success/976584632,29m,Anouk Rose,"1,279 students"
How to Create a Picture-Perfect Instagram Feed That People Will Love (and Follow!),https://www.skillshare.com/en/classes/How-to-Create-a-Picture-Perfect-Instagram-Feed-That-People-Will-Love-and-Follow/1830705097,52m,Virginia,726 students
Mastering Watercolor Brush Control: Paint Leaves in a Glass Jar,https://www.skillshare.com/en/classes/Mastering-Watercolor-Brush-Control-Paint-Leaves-in-a-Glass-Jar/338491141,45m,Kanchan Kaul,437 students
"How to Write, Create and Publish a Stand-Out Children's Book and Self-Publish on Amazon KDP",https://www.skillshare.com/en/classes/How-to-Write-Create-and-Publish-a-Stand-Out-Childrens-Book-and-Self-Publish-on-Amazon-KDP/1628173400,7h 0m,Romney Nelson,"1,279 students"
Desenhando Cenários: Crie Ambientes Incríveis em suas Ilustrações,https://www.skillshare.com/en/classes/Desenhando-Cen%C3%A1rios-Crie-Ambientes-Incr%C3%ADveis-em-suas-Ilustra%C3%A7%C3%B5es/1484782131,57m,Gabriel Picolo,666 students
DIY Marbled Plateware & Home Decor,https://www.skillshare.com/en/classes/DIY-Marbled-Plateware-Home-Decor/1442895343,12m,Rose Sprinkle,"1,469 students"
Learn How to Paint a Loose Floral Bouquet with Acrylic Paint | Step by Step Acrylic Painting,https://www.skillshare.com/en/classes/Learn-How-to-Paint-a-Loose-Floral-Bouquet-with-Acrylic-Paint-Step-by-Step-Acrylic-Painting/947939279,43m,Elle Byers,446 students
Create and Design a Statistical Dashboard from Pivot Tables with Excel,https://www.skillshare.com/en/classes/Create-and-Design-a-Statistical-Dashboard-from-Pivot-Tables-with-Excel/1611835765,44m,David Adepoju,208 students
Building Responsive HTML5 with Tumult Hype 3 Pro,https://www.skillshare.com/en/classes/Building-Responsive-HTML5-with-Tumult-Hype-3-Pro/1432541614,3h 45m,Jeff Batt,421 students
Graphic Design Inspiration:: Idea Generation,https://www.skillshare.com/en/classes/Graphic-Design-Inspiration-Idea-Generation/1791125624,45m,Cookie Redding,"1,336 students"
Film Photography: Shoot Your First Roll Of Medium Format Film,https://www.skillshare.com/en/classes/Film-Photography-Shoot-Your-First-Roll-Of-Medium-Format-Film/910396782,1h 13m,Kyle McDougall,608 students
Vintage Flower Maiden : Loosen up with Watercolor & Collage,https://www.skillshare.com/en/classes/Vintage-Flower-Maiden-Loosen-up-with-Watercolor-Collage/565735288,44m,Toni Burt,561 students
PORTFOLIO ORGANIZATION SYSTEM FOR SURFACE PATTERN DESIGNERS,https://www.skillshare.com/en/classes/PORTFOLIO-ORGANIZATION-SYSTEM-FOR-SURFACE-PATTERN-DESIGNERS/1926113218,42m,Beatriz Pascual,518 students
How to make amazing DIY  Embroidery  Christmas Cards for Beginners | FREE patterns included,https://www.skillshare.com/en/classes/How-to-make-amazing-DIY-Embroidery-Christmas-Cards-for-Beginners-FREE-patterns-included/569914029,35m,Vesna Vidmar,337 students
"Blend, Flow, and Create: Learn to Create Beautiful Mixed-Media Abstracts",https://www.skillshare.com/en/classes/Blend-Flow-and-Create-Learn-to-Create-Beautiful-Mixed-Media-Abstracts/1340739492,1h 36m,DENISE LOVE,359 students
Watercolor loose florals : painting a snapdragon,https://www.skillshare.com/en/classes/Watercolor-loose-florals-painting-a-snapdragon/847810815,35m,Sarah Van Der Linden,608 students
Mantaflow Fire & Smoke Simulation Guide in Blender,https://www.skillshare.com/en/classes/Mantaflow-Fire-Smoke-Simulation-Guide-in-Blender/1850126092,3h 19m,Stephen Pearson,"1,472 students"
Italian Grammar - Quick Guide - Verbs 1,https://www.skillshare.com/en/classes/Italian-Grammar-Quick-Guide-Verbs-1/1350796617,4h 20m,Kieran Ball,560 students
How To Become An Instagram Influencer : From Rookie To Expert,https://www.skillshare.com/en/classes/How-To-Become-An-Instagram-Influencer-From-Rookie-To-Expert/54779700,14m,Sis G Courses,"1,603 students"
Character Animation Fundamentals: Creating an Animated Loop,https://www.skillshare.com/en/classes/Character-Animation-Fundamentals-Creating-an-Animated-Loop/1679935791,3h 30m,Oliver Randorff,577 students
Drawing nature: Bring leaves and flowers to life with ink and gouache,https://www.skillshare.com/en/classes/Drawing-nature-Bring-leaves-and-flowers-to-life-with-ink-and-gouache/385564307,1h 29m,Julia Bausenhardt,945 students
Abstract Painting : Class One - Introduction into Mark Making,https://www.skillshare.com/en/classes/Abstract-Painting-Class-One-Introduction-into-Mark-Making/1308306920,1h 7m,Beatrice Ajayi,975 students
Fantasy Woodlands in Watercolor,https://www.skillshare.com/en/classes/Fantasy-Woodlands-in-Watercolor/190961849,1h 4m,Cheryl Sun Ong,624 students
Music Theory Comprehensive: Part 11 - Melody & Motives,https://www.skillshare.com/en/classes/Music-Theory-Comprehensive-Part-11-Melody-Motives/2036367805,2h 33m,Jason Allen,529 students
Watercolor - Let's Paint a Dog: Yorkie Edition!,https://www.skillshare.com/en/classes/Watercolor-Lets-Paint-a-Dog-Yorkie-Edition/269750935,58m,Mary Evelyn Tucker,547 students
Decluttering for Creatives: Fuel Your Dreams and Ditch Distractions,https://www.skillshare.com/en/classes/Decluttering-for-Creatives-Fuel-Your-Dreams-and-Ditch-Distractions/107912098,52m,Kelly Jo,"1,881 students"
Character Design: Emotions and Facial Expressions (Draw Better Faces),https://www.skillshare.com/en/classes/Character-Design-Emotions-and-Facial-Expressions-Draw-Better-Faces/1218521798,40m,Michelle Tabares,"1,340 students"
Python for Absolute Beginners,https://www.skillshare.com/en/classes/Python-for-Absolute-Beginners/1432829889,4h 17m,Dilip Krishna,97 students
Presenting Your Design Work: Designing Your Project Story From Start to Finish,https://www.skillshare.com/en/classes/Presenting-Your-Design-Work-Designing-Your-Project-Story-From-Start-to-Finish/1523650822,43m,Jasmine Friedl,972 students
SECRETS of COFFEE - Part 1. HISTORY - (for Coffee Lovers) - Become An Expert in 3 hours!,https://www.skillshare.com/en/classes/SECRETS-of-COFFEE-Part-1-HISTORY-for-Coffee-Lovers-Become-An-Expert-in-3-hours/503196845,3h 8m,COFFEE EXPERT - Sergio Reminny,419 students
Digital mixed media portraits with Procreate,https://www.skillshare.com/en/classes/Digital-mixed-media-portraits-with-Procreate/506471374,1h 16m,Cécile Yadro,522 students
How to Make Engaging Presentations: Simple Hacks with Great Impact,https://www.skillshare.com/en/classes/How-to-Make-Engaging-Presentations-Simple-Hacks-with-Great-Impact/708422371,51m,Vickie @ D Story,547 students
Real Estate Photography 101 (Easiest Way To Make Money with a Camera),https://www.skillshare.com/en/classes/Real-Estate-Photography-101-Easiest-Way-To-Make-Money-with-a-Camera/1650602203,1h 2m,Cole Connor,758 students
Design Bullet Journal Style Printables in Affinity Publisher  V1 + Learn the Principles of Design,https://www.skillshare.com/en/classes/Design-Bullet-Journal-Style-Printables-in-Affinity-Publisher-V1-Learn-the-Principles-of-Design/1270241831,1h 18m,Jenny Veguilla-Lezan,"1,080 students"
Create Impact Through Art: Conceptualizing Unique Ideas That Resonate,https://www.skillshare.com/en/classes/Create-Impact-Through-Art-Conceptualizing-Unique-Ideas-That-Resonate/1211817627,32m,Aram Atkinson,756 students
3 Minute Dutch | Language lessons for the complete beginner,https://www.skillshare.com/en/classes/3-Minute-Dutch-Language-lessons-for-the-complete-beginner/567576619,1h 12m,Kieran Ball,"1,200 students"
Drone Videography: Techniques to Elevate Your Storytelling,https://www.skillshare.com/en/classes/Drone-Videography-Techniques-to-Elevate-Your-Storytelling/1537105768,30m,Oliver Astrologo,833 students
Master the Shape Builder Tool! Create Unique Objects and Text.,https://www.skillshare.com/en/classes/Master-the-Shape-Builder-Tool-Create-Unique-Objects-and-Text/1553789316,26m,Lindsay Marsh,"1,044 students"
Hand Drawn Typography: Designing a Font from Your Handwriting,https://www.skillshare.com/en/classes/Hand-Drawn-Typography-Designing-a-Font-from-Your-Handwriting/1055962577,20m,Christine Nishiyama,"2,430 students"
Understanding Color (Part 3 of 4) -  Color in Painting,https://www.skillshare.com/en/classes/Understanding-Color-Part-3-of-4-Color-in-Painting/679490079,47m,Jill Poyerd,332 students
Curso PROFESIONAL de ADOBE PHOTOSHOP. Desde iniciación a experto. ESPAÑOL,https://www.skillshare.com/en/classes/Curso-PROFESIONAL-de-ADOBE-PHOTOSHOP-Desde-iniciaci%C3%B3n-a-experto-ESPA%C3%91OL/1306047474,6h 56m,Manuel Pallarés,674 students
Paint Realistic Citrus Fruits in Watercolors,https://www.skillshare.com/en/classes/Paint-Realistic-Citrus-Fruits-in-Watercolors/1513883012,54m,Disha Sharma,847 students
How to Digitize a Hand Drawn Design or Coloring Book Page to Publish and Sell Online,https://www.skillshare.com/en/classes/How-to-Digitize-a-Hand-Drawn-Design-or-Coloring-Book-Page-to-Publish-and-Sell-Online/1081174452,45m,Shelley Hitz,"1,673 students"
Surface Pattern Design: Learn to Design Quatrefoil + Ogee Patterns in Affinity Designer V1 iPad app,https://www.skillshare.com/en/classes/Surface-Pattern-Design-Learn-to-Design-Quatrefoil-Ogee-Patterns-in-Affinity-Designer-V1-iPad-app/949767225,1h 12m,Jenny Veguilla-Lezan,474 students
Live Encore: Calming Drawing Exercises for Self-Care,https://www.skillshare.com/en/classes/Live-Encore-Calming-Drawing-Exercises-for-Self-Care/1194426288,39m,Carly Kuhn,974 students
Watercolor Birds: Learn How To Paint Songbirds in Watercolor,https://www.skillshare.com/en/classes/Watercolor-Birds-Learn-How-To-Paint-Songbirds-in-Watercolor/1774931583,1h 30m,Louise Stigell,654 students
Canva : Graphic Design Theory Introduction,https://www.skillshare.com/en/classes/Canva-Graphic-Design-Theory-Introduction/544837427,37m,Jeremy Deighan,"1,384 students"
Sculpture : Making Realistic Roses from Polymer Clay,https://www.skillshare.com/en/classes/Sculpture-Making-Realistic-Roses-from-Polymer-Clay/650793547,22m,Stephanie Kilgast,"1,210 students"
Portrait Photography Basics: One Light Setups to Make Engaging Portraits,https://www.skillshare.com/en/classes/Portrait-Photography-Basics-One-Light-Setups-to-Make-Engaging-Portraits/587027270,1h 8m,Fynn Badgley,"1,134 students"
"Create Alcohol Ink Florals in Procreate on the iPad PLUS Free Brushes, Palettes & Stamps",https://www.skillshare.com/en/classes/Create-Alcohol-Ink-Florals-in-Procreate-on-the-iPad-PLUS-Free-Brushes-Palettes-Stamps/1900451581,2h 15m,Starlene Designs,506 students
Paint a Colorful Abstract on Canvas!,https://www.skillshare.com/en/classes/Paint-a-Colorful-Abstract-on-Canvas/1831724836,2h 25m,Suzanne Allard,330 students
Sleight of Hand Bootcamp - Zero to Hero Training,https://www.skillshare.com/en/classes/Sleight-of-Hand-Bootcamp-Zero-to-Hero-Training/535028383,3h 18m,Elisav Bizau,328 students
Mastering Sketch Comedy,https://www.skillshare.com/en/classes/Mastering-Sketch-Comedy/975563386,47m,Sean Hogan,785 students
Getting better at Design → The Designer's Mindset,https://www.skillshare.com/en/classes/Getting-better-at-Design-%E2%86%92-The-Designers-Mindset/1163359262,51m,Muhammad Ahsan Pervaiz,772 students
Making a Poster/Flyer for Absolute Beginners with Postermywall,https://www.skillshare.com/en/classes/Making-a-PosterFlyer-for-Absolute-Beginners-with-Postermywall/1451673028,1h 22m,Mapfumo Chipinda,159 students
Symmetry in Procreate: Draw and Sew a Square Scarf,https://www.skillshare.com/en/classes/Symmetry-in-Procreate-Draw-and-Sew-a-Square-Scarf/1969593060,1h 53m,Ellie Shipman,702 students
How to Create a Designer Toy - Part 1 of 2,https://www.skillshare.com/en/classes/How-to-Create-a-Designer-Toy-Part-1-of-2/1385689757,1h 25m,Sandra Mejia,"1,367 students"
How to Sculpt Nudibranches (Sea Slugs) using Polymer Clay & Acrylics,https://www.skillshare.com/en/classes/How-to-Sculpt-Nudibranches-Sea-Slugs-using-Polymer-Clay-Acrylics/1826256981,55m,Stephanie Kilgast,689 students
Canva for Entrepreneurs : Create a Blog Title Graphic,https://www.skillshare.com/en/classes/Canva-for-Entrepreneurs-Create-a-Blog-Title-Graphic/1137377929,21m,Jeremy Deighan,"2,092 students"
Live Encore: Quick Creative Exercises to Get You Inspired,https://www.skillshare.com/en/classes/Live-Encore-Quick-Creative-Exercises-to-Get-You-Inspired/533279250,32m,Amber Vittoria,"1,307 students"
Beginner Figure Drawing - Drawing The Arms,https://www.skillshare.com/en/classes/Beginner-Figure-Drawing-Drawing-The-Arms/1676869859,1h 13m,JW Learning,880 students
Flower Arranging For Beginners At Home,https://www.skillshare.com/en/classes/Flower-Arranging-For-Beginners-At-Home/2074804623,55m,Roiann Ridley,721 students
Watercolor Sketchbook Practices for Beginners,https://www.skillshare.com/en/classes/Watercolor-Sketchbook-Practices-for-Beginners/871989038,25m,Visual Mind,"1,089 students"
Sound Editing for Video: Level Up Your Audio in 5 Steps,https://www.skillshare.com/en/classes/Sound-Editing-for-Video-Level-Up-Your-Audio-in-5-Steps/308535808,1h 13m,Dandan Liu,898 students
Small Talk 101: How to Master Any Networking Situation,https://www.skillshare.com/en/classes/Small-Talk-101-How-to-Master-Any-Networking-Situation/1188571911,41m,Jen Brown,807 students
Control and Play with Your Watercolour Bleeds: Painting Marine Life,https://www.skillshare.com/en/classes/Control-and-Play-with-Your-Watercolour-Bleeds-Painting-Marine-Life/575431863,1h 47m,Gilchi Mi,956 students
Painting trees with watercolor,https://www.skillshare.com/en/classes/Painting-trees-with-watercolor/83369774,1h 15m,Sarah Van Der Linden,562 students
Sketch Basics: Design a User Profile,https://www.skillshare.com/en/classes/Sketch-Basics-Design-a-User-Profile/927845102,40m,Alexandra Moran,968 students
Design a Webcomic Protagonist,https://www.skillshare.com/en/classes/Design-a-Webcomic-Protagonist/661264381,28m,Mary Marck,"1,390 students"
Excel Formulas and Functions Part 6: Text Functions,https://www.skillshare.com/en/classes/Excel-Formulas-and-Functions-Part-6-Text-Functions/1261381605,35m,Chris Dutton,545 students
Blender 3D: Design 3D Characters in Blender from Scratch,https://www.skillshare.com/en/classes/Blender-3D-Design-3D-Characters-in-Blender-from-Scratch/891975859,1h 53m,Arash Ahadzadeh,"1,253 students"
How To Create Your Business Workflow,https://www.skillshare.com/en/classes/How-To-Create-Your-Business-Workflow/884121761,30m,Viktoria Nedelcheva,433 students
Intermediate Hand Embroidery,https://www.skillshare.com/en/classes/Intermediate-Hand-Embroidery/275625242,19m,Amanda Neely,"1,404 students"
Blender Character Creation for Absolute Beginners,https://www.skillshare.com/en/classes/Blender-Character-Creation-for-Absolute-Beginners/666500839,22h 1m,Nexttut,636 students
The 3 Most Costly Google Ads Pitfalls and How to Avoid Them,https://www.skillshare.com/en/classes/The-3-Most-Costly-Google-Ads-Pitfalls-and-How-to-Avoid-Them/1280244824,19m,Kim Kohatsu,936 students
Complete Blender Beginner friendly workflow for creating cinematic animation (5h step-by-step),https://www.skillshare.com/en/classes/Complete-Blender-Beginner-friendly-workflow-for-creating-cinematic-animation-5h-step-by-step/1544742146,5h 3m,šime Bugarija,616 students
Beginner Woodworking: Joinery,https://www.skillshare.com/en/classes/Beginner-Woodworking-Joinery/235013989,28m,Brittany Joyner,"1,470 students"
"Manychat For Amazon Sellers - 5 PROVEN, Copy & Paste Flows For 2023 (Part 6)",https://www.skillshare.com/en/classes/Manychat-For-Amazon-Sellers-5-PROVEN-Copy-Paste-Flows-For-2023-Part-6/1721726698,3h 13m,Sumner Hobart,905 students
